client,document_type,created_at,segment
8869,14,2022-10-01,B
8870,14,2019-12-01,E
8871,14,2020-09-01,I
8872,14,2017-11-01,K
8873,14,2019-05-01,B
8874,14,2020-03-01,F
8875,11,2022-08-01,G
8876,14,2022-01-01,K
8877,14,2021-04-01,I
8878,14,2021-06-01,B
8879,14,2021-03-01,O
8880,14,2021-11-01,B
8881,14,2022-02-01,B
8882,14,2020-07-01,O
8883,11,2021-06-01,K
8884,14,2022-01-01,F
8885,14,2021-12-01,K
8886,11,2021-10-01,F
8887,14,2021-01-01,I
8888,14,2022-01-01,F
8889,14,2021-05-01,K
8890,14,2022-02-01,J
8891,14,2022-12-01,I
8892,14,2020-07-01,F
8893,14,2020-05-01,M
8894,14,2021-08-01,I
8895,14,2020-01-01,O
8896,14,2021-10-01,O
8897,14,2022-11-01,K
8898,14,2019-05-01,M
8899,14,2019-07-01,F
8900,14,2022-07-01,N
8901,14,2018-06-01,N
8902,14,2020-06-01,F
8903,14,2022-06-01,E
8904,14,2020-01-01,F
8905,14,2017-07-01,I
8906,14,2021-05-01,K
8907,14,2021-12-01,O
8908,14,2022-05-01,A
8909,14,2021-09-01,I
8910,14,2021-12-01,B
8911,14,2021-03-01,F
8912,11,2019-08-01,M
8913,14,2020-08-01,O
8914,14,2021-02-01,M
8915,14,2021-04-01,M
8916,14,2021-05-01,B
8917,14,2019-02-01,M
8918,14,2019-01-01,I
8919,14,2021-06-01,K
8920,14,2017-12-01,O
8921,14,2018-03-01,K
8922,14,2022-08-01,M
8923,14,2018-11-01,I
8924,14,2021-04-01,K
8925,11,2021-01-01,F
8926,14,2021-11-01,K
8927,14,2020-10-01,M
8928,14,2022-05-01,E
8929,14,2021-02-01,I
8930,14,2020-08-01,E
8931,14,2020-04-01,I
8932,14,2019-03-01,K
8933,14,2020-11-01,I
8934,14,2021-05-01,E
8935,14,2021-07-01,M
8936,14,2022-03-01,F
8937,14,2017-07-01,B
8938,14,2018-07-01,I
8939,14,2021-04-01,B
8940,14,2022-02-01,K
8941,14,2016-05-01,K
8942,14,2021-02-01,E
8943,14,2019-12-01,E
8944,14,2021-12-01,D
8945,14,2018-06-01,F
8946,14,2019-09-01,D
8947,14,2021-05-01,K
8948,14,2019-09-01,E
8949,14,2017-08-01,E
8950,14,2017-09-01,I
8951,14,2019-12-01,I
8952,14,2020-11-01,D
8953,14,2019-05-01,I
8954,14,2020-08-01,E
8955,14,2018-07-01,N
8956,14,2022-10-01,O
8957,14,2019-04-01,L
8958,14,2022-10-01,B
8959,14,2020-06-01,D
8960,14,2020-03-01,B
8961,14,2019-07-01,E
8962,14,2018-03-01,E
8963,14,2022-06-01,H
8964,14,2021-01-01,J
8965,14,2020-12-01,N
8966,14,2021-10-01,B
8967,14,2020-11-01,N
8968,14,2021-09-01,I
8969,11,2021-08-01,I
8970,11,2021-08-01,O
8971,14,2021-10-01,B
8972,14,2022-04-01,G
8973,14,2022-06-01,M
8974,14,2021-06-01,B
8975,11,2022-04-01,B
8976,14,2019-03-01,I
8977,11,2021-06-01,E
8978,14,2020-10-01,I
8979,14,2022-08-01,F
8980,14,2019-12-01,B
8981,14,2018-03-01,B
8982,14,2022-06-01,B
8983,14,2021-07-01,D
8984,14,2020-12-01,F
8985,14,2022-05-01,I
8986,11,2021-02-01,I
8987,14,2021-10-01,M
8988,14,2021-05-01,E
8989,14,2019-02-01,J
8990,11,2019-03-01,K
8991,14,2019-08-01,M
8992,11,2020-11-01,K
8993,11,2019-06-01,O
8994,14,2021-07-01,I
8995,14,2021-07-01,O
8996,14,2020-03-01,N
8997,14,2020-12-01,K
8998,14,2022-09-01,K
8999,14,2020-12-01,N
9000,14,2020-10-01,J
9001,14,2021-04-01,O
9002,14,2020-10-01,I
9003,14,2017-09-01,N
9004,14,2018-08-01,M
9005,14,2018-05-01,O
9006,14,2021-01-01,M
9007,14,2021-09-01,D
9008,14,2022-04-01,E
9009,14,2018-10-01,O
9010,11,2021-05-01,I
9011,14,2021-05-01,E
9012,11,2021-11-01,E
9013,14,2021-01-01,K
9014,14,2022-02-01,M
9015,11,2021-03-01,A
9016,14,2020-06-01,M
9017,14,2020-09-01,E
9018,14,2018-06-01,A
9019,14,2021-03-01,N
9020,14,2021-07-01,I
9021,14,2021-10-01,K
9022,14,2019-04-01,F
9023,14,2022-03-01,E
9024,14,2019-12-01,K
9025,14,2018-10-01,I
9026,11,2019-12-01,K
9027,14,2018-05-01,D
9028,14,2019-06-01,A
9029,14,2021-08-01,B
9030,14,2021-06-01,O
9031,14,2022-10-01,N
9032,14,2020-03-01,K
9033,14,2018-06-01,I
9034,14,2020-07-01,M
9035,14,2022-07-01,O
9036,14,2018-08-01,E
9037,14,2021-12-01,B
9038,14,2022-07-01,E
9039,14,2019-12-01,M
9040,14,2020-02-01,I
9041,14,2018-06-01,O
9042,11,2021-09-01,B
9043,14,2022-03-01,B
9044,14,2019-02-01,A
9045,14,2021-02-01,K
9046,14,2018-04-01,N
9047,14,2021-09-01,I
9048,14,2021-09-01,I
9049,14,2021-05-01,J
9050,14,2020-12-01,O
9051,14,2021-06-01,J
9052,14,2021-05-01,K
9053,14,2021-06-01,N
9054,14,2022-01-01,NA
9055,14,2021-05-01,E
9056,14,2015-05-01,I
9057,14,2021-05-01,B
9058,14,2021-03-01,J
9059,14,2019-05-01,E
9060,14,2020-04-01,I
9061,14,2022-07-01,O
9062,14,2020-12-01,J
9063,14,2021-03-01,K
9064,14,2021-07-01,O
9065,14,2020-11-01,B
9066,14,2020-12-01,K
9067,14,2021-11-01,O
9068,14,2019-09-01,M
9069,14,2022-06-01,J
9070,11,2022-05-01,B
9071,14,2018-04-01,N
9072,11,2021-09-01,I
9073,14,2018-11-01,K
9074,14,2019-08-01,D
9075,11,2021-10-01,I
9076,14,2019-07-01,B
9077,14,2019-10-01,E
9078,14,2020-12-01,J
9079,11,2018-09-01,F
9080,14,2017-09-01,M
9081,14,2019-05-01,I
9082,14,2021-09-01,I
9083,14,2020-04-01,N
9084,14,2019-03-01,F
9085,14,2020-09-01,M
9086,14,2020-11-01,E
9087,14,2019-07-01,M
9088,14,2020-05-01,E
9089,11,2018-07-01,N
9090,14,2022-10-01,M
9091,14,2022-08-01,G
9092,14,2021-10-01,O
9093,14,2020-07-01,J
9094,14,2020-03-01,I
9095,14,2022-03-01,NA
9096,14,2020-03-01,N
9097,14,2016-08-01,F
9098,14,2021-07-01,B
9099,11,2022-05-01,F
9100,14,2021-07-01,E
9101,14,2021-07-01,O
9102,14,2021-11-01,E
9103,14,2022-09-01,H
9104,14,2021-08-01,H
9105,14,2019-08-01,E
9106,14,2019-12-01,I
9107,14,2019-06-01,K
9108,14,2019-06-01,B
9109,14,2020-08-01,H
9110,14,2021-09-01,I
9111,11,2020-05-01,K
9112,14,2020-04-01,K
9113,14,2021-05-01,K
9114,14,2021-01-01,O
9115,11,2018-06-01,A
9116,14,2021-09-01,O
9117,11,2020-09-01,M
9118,14,2021-12-01,M
9119,14,2020-11-01,F
9120,14,2021-04-01,I
9121,14,2020-09-01,F
9122,14,2021-06-01,N
9123,14,2017-12-01,K
9124,14,2019-08-01,B
9125,14,2019-12-01,D
9126,14,2022-07-01,K
9127,14,2021-06-01,N
9128,14,2021-12-01,D
9129,14,2019-10-01,I
9130,14,2022-02-01,M
9131,14,2020-01-01,E
9132,14,2020-03-01,E
9133,14,2021-08-01,N
9134,14,2017-05-01,F
9135,14,2018-08-01,I
9136,14,2021-09-01,O
9137,14,2022-02-01,M
9138,14,2019-09-01,I
9139,14,2017-12-01,I
9140,11,2021-11-01,I
9141,14,2021-04-01,F
9142,14,2019-11-01,N
9143,14,2020-08-01,O
9144,14,2021-06-01,E
9145,14,2021-05-01,E
9146,14,2021-05-01,K
9147,11,2021-07-01,I
9148,14,2021-11-01,N
9149,14,2019-05-01,N
9150,14,2021-11-01,N
9151,14,2021-04-01,E
9152,14,2020-12-01,F
9153,14,2021-04-01,B
9154,14,2020-03-01,O
9155,14,2020-11-01,M
9156,14,2020-05-01,K
9157,14,2019-02-01,I
9158,14,2020-02-01,E
9159,14,2020-01-01,E
9160,14,2021-05-01,I
9161,11,2022-10-01,B
9162,11,2021-05-01,O
9163,14,2020-11-01,B
9164,11,2021-05-01,F
9165,14,2021-09-01,B
9166,14,2021-01-01,K
9167,14,2019-06-01,F
9168,14,2020-01-01,M
9169,14,2020-12-01,I
9170,14,2021-05-01,K
9171,14,2021-08-01,D
9172,14,2022-02-01,D
9173,14,2020-06-01,I
9174,14,2021-05-01,B
9175,14,2018-06-01,F
9176,14,2018-07-01,F
9177,14,2020-01-01,I
9178,11,2021-10-01,K
9179,14,2020-08-01,K
9180,14,2022-06-01,F
9181,14,2020-01-01,E
9182,14,2017-08-01,F
9183,14,2018-04-01,I
9184,14,2020-09-01,E
9185,14,2021-05-01,K
9186,14,2022-11-01,D
9187,14,2021-03-01,B
9188,14,2021-08-01,M
9189,14,2021-06-01,K
9190,14,2020-05-01,D
9191,14,2022-07-01,K
9192,14,2020-09-01,O
9193,14,2022-12-01,J
9194,14,2020-07-01,M
9195,14,2022-10-01,M
9196,14,2020-08-01,K
9197,14,2021-02-01,M
9198,14,2020-09-01,I
9199,11,2022-03-01,G
9200,14,2021-07-01,M
9201,14,2021-09-01,E
9202,14,2019-08-01,M
9203,14,2018-04-01,L
9204,14,2022-01-01,A
9205,14,2022-02-01,H
9206,14,2021-02-01,J
9207,14,2021-07-01,B
9208,14,2022-01-01,B
9209,14,2021-09-01,K
9210,14,2019-02-01,E
9211,14,2021-10-01,F
9212,14,2021-06-01,J
9213,14,2021-01-01,F
9214,14,2019-09-01,E
9215,14,2021-03-01,J
9216,11,2021-07-01,B
9217,14,2022-08-01,K
9218,14,2020-09-01,F
9219,14,2017-08-01,D
9220,14,2020-01-01,M
9221,14,2019-05-01,N
9222,14,2021-01-01,E
9223,11,2020-12-01,B
9224,14,2021-10-01,B
9225,14,2019-07-01,O
9226,14,2021-01-01,B
9227,14,2021-11-01,I
9228,14,2017-06-01,I
9229,14,2021-05-01,O
9230,14,2020-01-01,K
9231,14,2021-10-01,I
9232,14,2022-09-01,K
9233,14,2022-05-01,N
9234,14,2020-02-01,K
9235,14,2021-05-01,I
9236,11,2021-11-01,N
9237,14,2020-07-01,D
9238,14,2021-01-01,O
9239,14,2019-07-01,B
9240,14,2020-06-01,I
9241,14,2020-12-01,O
9242,14,2019-03-01,O
9243,11,2018-09-01,M
9244,14,2020-12-01,I
9245,14,2021-08-01,M
9246,14,2020-07-01,F
9247,14,2022-09-01,B
9248,14,2019-12-01,O
9249,11,2020-04-01,B
9250,11,2021-11-01,I
9251,14,2019-11-01,I
9252,14,2018-07-01,I
9253,14,2021-10-01,E
9254,14,2019-08-01,M
9255,11,2021-01-01,I
9256,11,2020-07-01,H
9257,11,2019-01-01,N
9258,11,2022-01-01,N
9259,11,2020-03-01,I
9260,14,2018-10-01,I
9261,14,2020-08-01,L
9262,11,2021-01-01,B
9263,14,2020-08-01,M
9264,11,2021-11-01,B
9265,11,2021-10-01,O
9266,11,2020-10-01,K
9267,11,2021-07-01,N
9268,14,2022-06-01,B
9269,14,2022-12-01,H
9270,11,2021-05-01,I
9271,11,2022-09-01,J
9272,11,2021-11-01,M
9273,11,2021-09-01,B
9274,11,2021-04-01,B
9275,11,2020-09-01,B
9276,14,2019-05-01,N
9277,14,2021-06-01,N
9278,11,2022-01-01,I
9279,14,2022-03-01,N
9280,11,2020-11-01,I
9281,11,2017-11-01,M
9282,14,2022-06-01,B
9283,14,2021-07-01,O
9284,11,2022-05-01,B
9285,11,2022-02-01,K
9286,14,2021-03-01,J
9287,11,2020-10-01,F
9288,14,2020-07-01,O
9289,14,2020-02-01,M
9290,14,2020-12-01,I
9291,14,2021-10-01,K
9292,14,2021-11-01,B
9293,14,2021-02-01,I
9294,14,2019-01-01,D
9295,14,2020-01-01,K
9296,14,2020-12-01,K
9297,14,2021-08-01,K
9298,14,2019-09-01,K
9299,11,2021-01-01,N
9300,14,2018-10-01,L
9301,14,2019-10-01,O
9302,14,2021-01-01,O
9303,14,2020-10-01,F
9304,14,2021-10-01,F
9305,14,2021-06-01,F
9306,14,2020-09-01,A
9307,14,2021-03-01,B
9308,14,2021-09-01,B
9309,14,2018-08-01,B
9310,14,2021-05-01,K
9311,14,2020-11-01,O
9312,14,2018-06-01,I
9313,14,2020-11-01,J
9314,14,2020-06-01,I
9315,14,2016-09-01,B
9316,14,2021-11-01,O
9317,14,2019-07-01,I
9318,11,2022-05-01,G
9319,14,2020-09-01,I
9320,14,2021-02-01,K
9321,14,2021-02-01,L
9322,11,2019-05-01,B
9323,14,2020-11-01,M
9324,11,2021-08-01,K
9325,14,2021-03-01,I
9326,14,2019-03-01,K
9327,14,2021-06-01,I
9328,14,2019-03-01,O
9329,14,2021-10-01,I
9330,14,2019-04-01,M
9331,14,2022-11-01,I
9332,14,2019-06-01,B
9333,14,2018-10-01,E
9334,14,2021-01-01,K
9335,14,2019-10-01,F
9336,14,2022-08-01,D
9337,14,2020-09-01,I
9338,14,2021-02-01,D
9339,14,2018-12-01,I
9340,11,2020-05-01,N
9341,14,2021-07-01,K
9342,14,2021-11-01,O
9343,14,2022-04-01,F
9344,14,2020-11-01,F
9345,14,2021-05-01,K
9346,14,2022-09-01,K
9347,14,2019-11-01,F
9348,14,2020-12-01,B
9349,14,2018-09-01,J
9350,14,2019-03-01,K
9351,14,2020-11-01,K
9352,14,2021-09-01,J
9353,14,2020-06-01,J
9354,11,2022-11-01,K
9355,14,2021-08-01,F
9356,14,2020-05-01,B
9357,14,2019-10-01,B
9358,14,2019-12-01,B
9359,14,2021-10-01,I
9360,14,2020-10-01,F
9361,14,2020-07-01,I
9362,14,2022-07-01,H
9363,14,2021-07-01,K
9364,14,2020-12-01,K
9365,14,2019-03-01,M
9366,14,2020-05-01,F
9367,14,2022-04-01,K
9368,14,2021-10-01,I
9369,14,2021-12-01,E
9370,11,2021-05-01,E
9371,14,2022-04-01,C
9372,14,2021-07-01,F
9373,14,2019-03-01,F
9374,14,2020-06-01,M
9375,14,2021-04-01,E
9376,14,2021-10-01,I
9377,14,2019-12-01,F
9378,14,2020-06-01,E
9379,14,2021-02-01,O
9380,14,2017-11-01,F
9381,14,2021-11-01,E
9382,14,2022-01-01,M
9383,14,2022-07-01,B
9384,14,2021-11-01,D
9385,14,2021-10-01,B
9386,11,2021-04-01,I
9387,14,2022-02-01,I
9388,14,2017-09-01,G
9389,14,2022-07-01,D
9390,11,2021-02-01,I
9391,14,2021-03-01,D
9392,14,2020-03-01,F
9393,14,2022-10-01,I
9394,14,2018-05-01,N
9395,14,2018-02-01,K
9396,14,2020-11-01,O
9397,14,2021-08-01,N
9398,14,2021-06-01,O
9399,14,2018-04-01,M
9400,14,2019-11-01,F
9401,11,2021-07-01,I
9402,14,2018-05-01,O
9403,14,2021-05-01,I
9404,14,2021-02-01,K
9405,14,2018-11-01,F
9406,14,2021-02-01,N
9407,14,2018-08-01,F
9408,14,2020-10-01,N
9409,14,2020-01-01,B
9410,14,2020-08-01,B
9411,14,2022-03-01,O
9412,14,2020-02-01,B
9413,14,2020-11-01,F
9414,14,2022-02-01,B
9415,14,2022-05-01,O
9416,14,2020-12-01,K
9417,14,2019-09-01,K
9418,14,2019-01-01,O
9419,14,2022-01-01,N
9420,14,2020-10-01,K
9421,14,2019-12-01,D
9422,14,2021-05-01,O
9423,14,2022-07-01,I
9424,14,2021-11-01,N
9425,14,2019-08-01,O
9426,14,2021-12-01,J
9427,11,2022-09-01,I
9428,14,2021-05-01,K
9429,14,2019-09-01,E
9430,14,2022-07-01,L
9431,14,2020-11-01,N
9432,14,2021-03-01,I
9433,14,2022-03-01,F
9434,14,2017-12-01,I
9435,14,2019-06-01,O
9436,14,2020-11-01,J
9437,14,2019-02-01,B
9438,14,2020-08-01,I
9439,14,2022-05-01,A
9440,14,2022-07-01,K
9441,14,2018-10-01,B
9442,14,2018-07-01,M
9443,14,2021-01-01,K
9444,14,2021-05-01,I
9445,14,2022-11-01,I
9446,14,2021-09-01,O
9447,14,2022-08-01,C
9448,14,2021-07-01,I
9449,14,2022-05-01,I
9450,11,2019-12-01,O
9451,14,2021-12-01,M
9452,14,2020-03-01,B
9453,14,2021-01-01,B
9454,14,2019-12-01,K
9455,11,2022-06-01,I
9456,14,2019-10-01,I
9457,14,2020-11-01,F
9458,14,2021-07-01,F
9459,14,2017-05-01,G
9460,11,2021-02-01,O
9461,14,2021-06-01,A
9462,14,2021-11-01,O
9463,14,2020-12-01,E
9464,14,2022-01-01,K
9465,14,2020-01-01,J
9466,14,2019-12-01,M
9467,14,2020-01-01,M
9468,14,2019-02-01,E
9469,14,2021-08-01,I
9470,11,2019-03-01,F
9471,14,2022-09-01,E
9472,14,2020-04-01,K
9473,14,2021-06-01,K
9474,14,2021-03-01,E
9475,14,2020-06-01,M
9476,14,2021-01-01,F
9477,14,2019-09-01,E
9478,14,2018-08-01,K
9479,14,2020-08-01,M
9480,14,2021-10-01,I
9481,14,2022-08-01,M
9482,14,2018-04-01,G
9483,14,2022-02-01,N
9484,14,2021-05-01,B
9485,14,2021-10-01,N
9486,14,2019-11-01,O
9487,14,2021-07-01,B
9488,14,2022-07-01,B
9489,14,2021-07-01,I
9490,14,2021-10-01,B
9491,14,2020-03-01,F
9492,14,2020-10-01,K
9493,11,2019-12-01,L
9494,14,2018-05-01,F
9495,14,2018-11-01,K
9496,11,2021-10-01,F
9497,14,2022-03-01,B
9498,14,2022-03-01,I
9499,14,2022-02-01,E
9500,14,2019-12-01,I
9501,14,2020-07-01,K
9502,14,2019-09-01,E
9503,14,2021-01-01,I
9504,14,2018-05-01,F
9505,14,2018-04-01,K
9506,14,2019-06-01,F
9507,14,2020-03-01,F
9508,14,2019-02-01,N
9509,11,2021-07-01,J
9510,14,2020-11-01,D
9511,14,2018-10-01,B
9512,11,2021-08-01,I
9513,14,2021-06-01,M
9514,14,2021-11-01,N
9515,11,2020-02-01,K
9516,14,2022-02-01,J
9517,14,2019-05-01,I
9518,14,2022-07-01,M
9519,14,2021-07-01,O
9520,14,2019-06-01,H
9521,14,2021-05-01,N
9522,14,2019-11-01,F
9523,14,2019-09-01,M
9524,14,2021-04-01,G
9525,14,2021-01-01,E
9526,14,2017-11-01,M
9527,14,2021-04-01,E
9528,14,2021-06-01,D
9529,11,2021-09-01,E
9530,14,2022-01-01,D
9531,14,2022-05-01,K
9532,14,2018-08-01,B
9533,14,2020-09-01,O
9534,14,2019-11-01,I
9535,14,2021-07-01,I
9536,11,2022-05-01,I
9537,14,2022-06-01,J
9538,11,2021-09-01,B
9539,14,2021-02-01,M
9540,14,2021-11-01,M
9541,14,2019-09-01,B
9542,14,2018-09-01,O
9543,14,2020-12-01,N
9544,14,2019-10-01,K
9545,14,2021-12-01,N
9546,11,2021-08-01,B
9547,14,2021-05-01,N
9548,14,2022-01-01,K
9549,14,2017-11-01,K
9550,14,2020-10-01,K
9551,14,2018-04-01,I
9552,14,2019-08-01,J
9553,14,2022-03-01,N
9554,14,2022-10-01,B
9555,14,2022-06-01,I
9556,14,2020-09-01,K
9557,11,2020-06-01,N
9558,14,2022-05-01,K
9559,14,2020-08-01,I
9560,14,2022-10-01,K
9561,14,2021-02-01,K
9562,14,2020-11-01,M
9563,14,2022-01-01,K
9564,14,2021-12-01,D
9565,11,2021-03-01,I
9566,11,2020-12-01,I
9567,14,2021-02-01,I
9568,11,2021-04-01,K
9569,14,2021-09-01,F
9570,14,2017-09-01,N
9571,14,2020-01-01,E
9572,14,2018-07-01,M
9573,14,2019-07-01,I
9574,14,2021-06-01,M
9575,14,2020-02-01,D
9576,14,2020-01-01,I
9577,14,2020-02-01,F
9578,14,2018-04-01,O
9579,14,2019-07-01,N
9580,14,2019-09-01,E
9581,14,2021-09-01,F
9582,14,2020-01-01,E
9583,14,2019-02-01,G
9584,14,2020-09-01,O
9585,14,2021-02-01,M
9586,14,2018-10-01,G
9587,14,2021-11-01,M
9588,14,2021-10-01,K
9589,14,2022-08-01,K
9590,14,2020-12-01,B
9591,14,2021-08-01,O
9592,14,2021-07-01,E
9593,14,2022-02-01,M
9594,14,2021-02-01,B
9595,14,2021-01-01,M
9596,14,2021-12-01,K
9597,14,2019-05-01,N
9598,14,2019-11-01,J
9599,14,2021-04-01,I
9600,14,2020-07-01,K
9601,14,2022-12-01,K
9602,14,2021-11-01,I
9603,14,2021-12-01,O
9604,14,2018-02-01,F
9605,11,2019-08-01,M
9606,14,2020-06-01,J
9607,14,2021-09-01,I
9608,14,2020-01-01,K
9609,11,2021-06-01,I
9610,11,2022-01-01,M
9611,11,2021-12-01,K
9612,14,2022-11-01,J
9613,14,2018-08-01,B
9614,14,2022-02-01,E
9615,14,2020-07-01,D
9616,14,2021-05-01,J
9617,14,2021-03-01,N
9618,11,2021-05-01,M
9619,14,2019-11-01,B
9620,14,2021-07-01,E
9621,14,2022-10-01,N
9622,14,2020-09-01,B
9623,14,2018-12-01,O
9624,11,2021-06-01,N
9625,14,2021-11-01,E
9626,14,2020-11-01,K
9627,14,2019-02-01,K
9628,14,2022-02-01,M
9629,14,2022-04-01,B
9630,14,2021-02-01,I
9631,11,2019-07-01,M
9632,14,2019-10-01,F
9633,14,2022-02-01,K
9634,14,2019-08-01,K
9635,14,2021-04-01,E
9636,14,2020-07-01,L
9637,14,2022-06-01,O
9638,14,2021-06-01,E
9639,14,2021-02-01,B
9640,14,2020-09-01,H
9641,14,2020-03-01,E
9642,14,2018-01-01,F
9643,14,2019-10-01,I
9644,14,2020-03-01,K
9645,14,2021-08-01,M
9646,11,2022-04-01,B
9647,14,2021-10-01,E
9648,14,2021-08-01,K
9649,14,2020-08-01,I
9650,14,2021-09-01,M
9651,14,2021-09-01,J
9652,14,2022-03-01,A
9653,14,2021-06-01,F
9654,14,2022-05-01,M
9655,14,2022-12-01,D
9656,11,2021-02-01,E
9657,14,2019-04-01,B
9658,14,2021-05-01,K
9659,14,2019-11-01,O
9660,14,2022-12-01,J
9661,11,2021-08-01,I
9662,14,2020-06-01,B
9663,14,2021-08-01,F
9664,14,2021-05-01,O
9665,14,2021-12-01,N
9666,14,2021-11-01,M
9667,11,2021-11-01,I
9668,14,2020-12-01,M
9669,14,2021-12-01,B
9670,14,2018-07-01,F
9671,14,2021-10-01,M
9672,14,2021-03-01,M
9673,11,2022-06-01,E
9674,11,2022-04-01,N
9675,14,2021-08-01,E
9676,14,2021-11-01,M
9677,14,2021-03-01,O
9678,14,2021-06-01,F
9679,14,2018-07-01,F
9680,14,2021-04-01,J
9681,14,2019-03-01,B
9682,14,2022-03-01,I
9683,14,2020-10-01,J
9684,14,2022-03-01,D
9685,14,2019-12-01,M
9686,14,2021-07-01,I
9687,14,2022-10-01,B
9688,14,2021-09-01,B
9689,14,2019-09-01,K
9690,14,2018-03-01,I
9691,14,2022-12-01,K
9692,14,2021-12-01,O
9693,14,2021-12-01,O
9694,14,2021-07-01,O
9695,14,2021-10-01,J
9696,14,2021-08-01,O
9697,14,2018-09-01,L
9698,14,2020-11-01,K
9699,14,2020-06-01,E
9700,14,2022-08-01,B
9701,14,2019-07-01,O
9702,14,2021-08-01,H
9703,14,2022-08-01,N
9704,11,2022-01-01,B
9705,14,2021-02-01,K
9706,14,2021-09-01,O
9707,14,2020-09-01,I
9708,14,2020-10-01,I
9709,14,2022-06-01,N
9710,14,2022-06-01,K
9711,14,2021-02-01,J
9712,14,2020-06-01,B
9713,14,2021-06-01,A
9714,14,2019-12-01,O
9715,14,2022-06-01,B
9716,14,2022-09-01,I
9717,14,2021-09-01,F
9718,14,2020-08-01,K
9719,14,2022-02-01,I
9720,14,2021-07-01,K
9721,14,2019-12-01,B
9722,14,2021-07-01,O
9723,14,2018-04-01,J
9724,14,2021-07-01,I
9725,14,2022-02-01,K
9726,14,2020-11-01,K
9727,14,2021-04-01,E
9728,14,2021-04-01,O
9729,11,2022-11-01,N
9730,14,2020-03-01,O
9731,14,2021-12-01,H
9732,14,2021-05-01,O
9733,14,2018-03-01,F
9734,11,2020-11-01,M
9735,14,2021-03-01,I
9736,14,2022-01-01,N
9737,11,2020-12-01,E
9738,14,2018-10-01,D
9739,14,2019-12-01,M
9740,14,2022-11-01,F
9741,14,2017-11-01,M
9742,14,2021-04-01,F
9743,11,2021-12-01,I
9744,14,2020-07-01,K
9745,14,2019-05-01,D
9746,14,2021-03-01,I
9747,14,2020-12-01,F
9748,14,2017-07-01,I
9749,14,2020-07-01,O
9750,14,2021-02-01,I
9751,14,2022-12-01,J
9752,14,2022-08-01,K
9753,14,2020-06-01,K
9754,14,2022-03-01,K
9755,14,2019-02-01,O
9756,14,2020-06-01,G
9757,14,2020-11-01,I
9758,14,2018-01-01,K
9759,14,2021-01-01,A
9760,14,2019-03-01,M
9761,14,2022-06-01,O
9762,14,2021-05-01,I
9763,14,2019-07-01,N
9764,14,2021-05-01,K
9765,14,2022-08-01,I
9766,14,2020-07-01,F
9767,14,2021-05-01,K
9768,14,2021-06-01,J
9769,14,2019-08-01,K
9770,14,2021-03-01,M
9771,14,2017-06-01,G
9772,14,2021-05-01,I
9773,14,2020-10-01,D
9774,14,2021-12-01,M
9775,14,2022-05-01,O
9776,14,2020-09-01,M
9777,14,2021-06-01,K
9778,14,2020-06-01,I
9779,14,2020-11-01,K
9780,14,2021-03-01,B
9781,14,2021-01-01,H
9782,14,2019-01-01,I
9783,14,2021-08-01,G
9784,14,2018-01-01,J
9785,14,2020-12-01,N
9786,14,2021-07-01,B
9787,14,2021-04-01,N
9788,14,2019-12-01,O
9789,14,2019-11-01,E
9790,14,2019-11-01,E
9791,14,2022-01-01,F
9792,14,2022-08-01,K
9793,14,2020-06-01,M
9794,14,2021-05-01,I
9795,14,2020-09-01,B
9796,14,2021-01-01,I
9797,14,2021-07-01,N
9798,14,2020-12-01,O
9799,14,2021-03-01,K
9800,14,2019-09-01,G
9801,11,2022-12-01,B
9802,14,2022-04-01,F
9803,14,2021-11-01,B
9804,11,2021-04-01,I
9805,14,2021-12-01,K
9806,14,2021-11-01,J
9807,14,2020-04-01,K
9808,14,2021-11-01,E
9809,14,2020-12-01,I
9810,14,2019-10-01,I
9811,14,2021-04-01,N
9812,14,2018-01-01,O
9813,14,2021-10-01,D
9814,14,2021-06-01,F
9815,14,2019-06-01,E
9816,14,2018-02-01,F
9817,14,2019-09-01,I
9818,14,2020-05-01,N
9819,14,2022-07-01,H
9820,14,2022-03-01,E
9821,14,2021-11-01,E
9822,14,2022-08-01,N
9823,14,2021-07-01,M
9824,14,2019-08-01,G
9825,14,2021-02-01,N
9826,14,2020-10-01,E
9827,14,2021-01-01,F
9828,14,2022-10-01,I
9829,14,2018-09-01,B
9830,14,2022-12-01,N
9831,14,2019-08-01,F
9832,14,2018-10-01,K
9833,14,2022-11-01,O
9834,14,2021-11-01,B
9835,14,2018-08-01,B
9836,14,2022-06-01,B
9837,14,2021-01-01,D
9838,14,2022-04-01,I
9839,14,2021-01-01,I
9840,14,2020-06-01,J
9841,14,2022-03-01,F
9842,14,2022-05-01,K
9843,14,2022-02-01,J
9844,14,2021-09-01,B
9845,14,2020-11-01,M
9846,14,2022-07-01,D
9847,14,2019-07-01,B
9848,14,2020-11-01,K
9849,14,2018-09-01,J
9850,14,2017-10-01,N
9851,14,2021-04-01,F
9852,14,2018-01-01,J
9853,14,2021-07-01,O
9854,14,2021-02-01,B
9855,14,2019-11-01,E
9856,14,2022-11-01,K
9857,14,2020-01-01,O
9858,14,2018-08-01,O
9859,14,2020-09-01,O
9860,14,2022-02-01,E
9861,14,2021-11-01,O
9862,14,2022-09-01,O
9863,14,2021-07-01,D
9864,14,2021-01-01,I
9865,14,2019-09-01,O
9866,14,2020-07-01,E
